id,session,page,lon,lat,time
494,1477952285663,11,-73.9545094826,40.7541529998,5590
495,1477952518153,1,-73.9432124846,40.7539892207,14882
496,1477952518153,2,-73.9532662723,40.7918933012,16423
497,1477952518153,3,-73.9606174289,40.7595574815,10280
498,1477952518153,4,-73.9623471128,40.7805161621,14274
499,1477952518153,5,-73.9647254282,40.7600487762,25759
500,1477952518153,6,-73.9568337454,40.7864095998,8195
501,1477952518153,7,-73.9229968039,40.768154615,12341
502,1477952518153,8,-73.9549959562,40.7735579583,15261
503,1477952518153,9,-73.9569418506,40.7715112891,9576
504,1477952518153,10,-73.9437530108,40.7518600566,7478
505,1477952518153,11,-73.9543473248,40.7774873865,6701
506,1477952874563,1,-73.9641308494,40.7595574815,18507
507,1477952874563,2,-73.9261859086,40.7722480972,30108
508,1477952874563,3,-73.9439151687,40.7516143794,12907
509,1477952874563,4,-73.9376450645,40.7597212468,22675
510,1477952874563,5,-73.9446719054,40.7512049155,21974
511,1477952874563,6,-73.9394828537,40.7560364296,19842
512,1477952874563,7,-73.9646713756,40.7602944222,22221
513,1477952874563,8,-73.9594823239,40.766189654,18482
514,1477952874563,9,-73.9561310613,40.7868188469,26215
515,1477952874563,10,-73.9586174819,40.7698739083,14532
516,1477952874563,11,-73.9213211726,40.7708563416,16065
517,1477953265101,1,-73.9647794808,40.7602944222,31819
518,1477953265101,2,-73.9592661134,40.7832173859,10096
519,1477953265101,3,-73.9444556949,40.7513687013,5876
520,1477953265101,4,-73.9235913827,40.7675815074,16420
521,1477953265101,5,-73.9527797987,40.7915659288,12439
522,1477953265101,6,-73.9532122197,40.7888650445,5330
523,1477953265101,7,-73.956455377,40.7865732989,8200
524,1477953265101,8,-73.9576445347,40.7859184999,11145
525,1477953265101,9,-73.9500771676,40.7980312357,12268
526,1477953265101,10,-73.9624011655,40.8021228768,16377
527,1477953265101,11,-73.928131803,40.7710200791,14938
528,1477954133524,1,-73.9497528519,40.7967218573,6988
529,1477954133524,2,-73.9582931662,40.8062960908,19691
530,1477954133524,3,-73.9438070634,40.7517781643,14356
531,1477954133524,4,-73.9305101184,40.7667627736,69122
532,1477954133524,5,-73.9589417977,40.758411113,13286
533,1477954133524,6,-73.9336451705,40.7630783468,12300
534,1477954133524,7,-73.9580769557,40.7684821029,26975
535,1477954133524,8,-73.9567796928,40.7787971442,25709
536,1477954133524,9,-73.9521311673,40.7562002036,20526
537,1477954133524,10,-73.923267067,40.7718387604,6126
538,1477954133524,11,-73.9262940139,40.7711019476,15446
539,1477961132598,1,-73.9222400672,40.7696282977,27449
540,1477961132598,2,-73.9341316441,40.7627508323,15684
541,1477961132598,3,-73.9552121667,40.757510381,13589
542,1477961132598,4,-73.9444016423,40.7524332998,12371
543,1477961132598,5,-73.9445097475,40.7515324868,7861
544,1477961132598,6,-73.9528338513,40.776586913,6275
545,1477961132598,7,-73.944293537,40.7515324868,8316
546,1477961132598,8,-73.9331586969,40.7628327111,16468
547,1477961132598,9,-73.9419152217,40.7530065381,10862
548,1477961132598,10,-73.964617323,40.7600487762,7126
549,1477961132598,11,-73.9525095356,40.7769143593,3981
550,1477961424158,1,-73.9414828007,40.7487988538,17133
551,1477961424158,2,-73.9585634293,40.8002096564,15518
552,1477961424158,3,-73.9416990112,40.7504367538,12489
553,1477961424158,4,-73.9609417447,40.7586076367,14935
554,1477961424158,5,-73.9574823769,40.8035467085,8643
555,1477961424158,6,-73.9254832245,40.7681873634,8177
556,1477961424158,7,-73.9592120608,40.7582801002,14523
557,1477961424158,8,-73.95445543,40.7844959265,15125
558,1477961424158,9,-73.9464556419,40.794954155,10138
559,1477961424158,10,-73.9585634293,40.763929879,16247
560,1477961424158,11,-73.915969963,40.7689242084,10488
561,1477970039266,1,-73.9567796928,40.8004044183,21540
562,1477970039266,2,-73.9550500089,40.7999134219,6954
563,1477970039266,3,-73.9495366414,40.796885531,6057
564,1477970039266,4,-73.9606714816,40.7806798757,18852
565,1477970039266,5,-73.9166726471,40.7698739083,11470
566,1477970039266,6,-73.943590853,40.7516962719,6479
567,1477970039266,7,-73.9498609571,40.7963126713,14527
568,1477970039266,8,-73.9585093767,40.7785515666,3588
569,1477970039266,9,-73.9638065336,40.7594755987,2122
570,1477970039266,10,-73.9611039025,40.7798613034,1842
571,1477970039266,11,-73.9508339043,40.7957398066,1723
572,1477977900448,1,-73.9596985344,40.8055596604,8084
573,1477977900448,2,-73.9600228501,40.7666808997,20803
574,1477977900448,3,-73.9585093767,40.8003225858,15239
575,1477977900448,4,-73.9533203249,40.7976220578,10146
576,1477977900448,5,-73.9519149568,40.7768324979,11972
577,1477977900448,6,-73.9578607452,40.8001589206,15306
578,1477977900448,7,-73.9549419036,40.777159943,10082
579,1477977900448,8,-73.952023062,40.7918114583,11372
580,1477977900448,9,-73.9388342222,40.7606219488,9987
581,1477977900448,10,-73.9408882218,40.7567734094,8005
582,1477977900448,11,-73.9587255872,40.7859184999,5872
583,1477984165905,1,-73.9654821649,40.7598031293,22608
584,1477984165905,2,-73.9493744835,40.7968036942,16645
585,1477984165905,3,-73.965049744,40.7598031293,22925
586,1477984165905,4,-73.9302398553,40.7670083948,16488
587,1477984165905,5,-73.9640767968,40.7595574815,18717
588,1477984165905,6,-73.9600769027,40.7659440298,2719
589,1477984165905,7,-73.9636443758,40.7593118328,4320
590,1477984165905,8,-73.9306722763,40.7669265212,10310
591,1477984165905,9,-73.9227805934,40.7680727428,16837
592,1477984165905,10,-73.9341316441,40.7629964684,3672
593,1477984165905,11,-73.9654821649,40.7594755987,15038
594,1477984694939,1,-73.9616984814,40.7581982158,14534
595,1477984694939,2,-73.9618065866,40.7581163313,8684
596,1477984694939,3,-73.9610498499,40.7584438687,14438
597,1477984694939,4,-73.9620227971,40.7585257527,23883
598,1477984694939,5,-73.9419152217,40.7500911627,13383
599,1477984694939,6,-73.9348883808,40.7576250223,26574
600,1477984694939,7,-73.9471042734,40.7953633494,8073
601,1477984694939,8,-73.9279696451,40.7641755106,17259
602,1477984694939,9,-73.9184563836,40.7700703956,15185
603,1477984694939,10,-73.9566175349,40.8048559523,14358
604,1477984694939,11,-73.9595363765,40.8002734864,37796
605,1477990536235,1,-73.9498069045,40.7972128773,19128
606,1477990536235,2,-73.944725958,40.7525970827,13716
607,1477990536235,3,-73.9565094297,40.7715112891,9814
608,1477990536235,4,-73.9371585909,40.759966894,24507
609,1477990536235,5,-73.9525095356,40.7921388295,10268
610,1477990536235,6,-73.9644011125,40.7602125403,8293
611,1477990536235,7,-73.9628876391,40.762341437,7733
612,1477990536235,8,-73.964184902,40.7601306583,6679
613,1477990536235,9,-73.9582391136,40.7713475528,3244
614,1477990536235,10,-73.9376991171,40.7595574815,7372
615,1477990536235,11,-73.9180239627,40.7698739083,3293
616,1477990653531,1,-73.9425098005,40.7512868084,14721
617,1477990653531,2,-73.9592661134,40.7590661831,10056
618,1477990653531,3,-73.9266183296,40.7725755649,11120
619,1477990653531,4,-73.9482393785,40.7541529998,26129
620,1477990653531,5,-73.9522392725,40.7732304954,11303
621,1477990653531,6,-73.9535365354,40.7567734094,10444
622,1477990653531,7,-73.9602390606,40.7799431611,10207
623,1477990653531,8,-73.9579688505,40.7683183592,25031
624,1477990653531,9,-73.9565634823,40.7786334259,10925
625,1477990653531,10,-73.9496447466,40.796885531,9363
626,1477990653531,11,-73.9565634823,40.7706107346,10273
627,1477991005606,1,-73.9445638002,40.7519419488,15120
628,1477991005606,2,-73.9602390606,40.7665171515,18739
629,1477991005606,3,-73.9439151687,40.7516143794,12561
630,1477991005606,4,-73.9547256931,40.7896835059,67771
631,1477991005606,5,-73.9538608512,40.7746222014,35169
632,1477991005606,6,-73.9275912768,40.7697920382,15380
633,1477991005606,7,-73.9513744305,40.7554632175,11123
634,1477991005606,8,-73.9562391665,40.7862459002,29903
635,1477991005606,9,-73.9209968569,40.7707744727,26039
636,1477991005606,10,-73.932996539,40.7641427578,9520
637,1477991005606,11,-73.922834646,40.7695464273,4929
638,1477992439937,1,-73.952887904,40.7986040807,18264
639,1477992439937,2,-73.9609957973,40.8023683672,6008
640,1477992439937,3,-73.9572121137,40.7864095998,6831
641,1477992439937,4,-73.9646713756,40.7600487762,100214
642,1477992439937,5,-73.956887798,40.771593157,12464
643,1477992439937,6,-73.9523473777,40.7768324979,8869
644,1477992439937,7,-73.9625092707,40.7605400673,6392
645,1477992439937,8,-73.90910528,40.8060506149,21278
646,1477992439937,9,-73.9092133852,40.8062142656,6836
647,1477992439937,10,-73.9088890695,40.8061324403,10742
648,1477992439937,11,-73.9088890695,40.8061324403,4760
649,1477992857890,1,-73.9638605863,40.7602944222,10814
650,1477992857890,2,-73.9611579552,40.802204707,8253
651,1477992857890,3,-73.9440773266,40.7520238409,8997
652,1477992857890,4,-73.9640767968,40.7601306583,16713
653,1477992857890,5,-73.9639686915,40.7601306583,6612
654,1477992857890,6,-73.9613741657,40.8021228768,10369
655,1477992857890,7,-73.9639686915,40.7601306583,12451
656,1477992857890,8,-73.9223481724,40.7683183592,13867
657,1477992857890,9,-73.9616984814,40.7610313548,11642
658,1477992857890,10,-73.9331586969,40.7629145898,5723
659,1477992857890,11,-73.9545635353,40.7717568927,11569
660,1477996219756,1,-73.921699541,40.769710168,8975
661,1477996219756,2,-73.9531581671,40.7767506364,10099
662,1477996219756,3,-73.944293537,40.7514505941,8122
663,1477996219756,4,-73.9225643829,40.770119518,9512
664,1477996219756,5,-73.9526176409,40.7544805566,11325
665,1477996219756,6,-73.9490501678,40.7971310409,9466
666,1477996219756,7,-73.9585634293,40.786982545,21965
667,1477996219756,8,-73.9645092177,40.7608675927,6558
668,1477996219756,9,-73.9501312202,40.7972128773,9052
669,1477996219756,10,-73.9560770087,40.7732304954,8528
670,1477996219756,11,-73.9264561717,40.7725755649,10821
671,1477996397774,1,-73.9632119548,40.7600487762,8430
672,1477996397774,2,-73.939861222,40.7561183167,7483
673,1477996397774,3,-73.9440773266,40.7523514082,6135
674,1477996397774,4,-73.9642930072,40.7598850117,26537
675,1477996397774,5,-73.9592120608,40.7796157297,41145
676,1477996397774,6,-73.9536986933,40.7562002036,24684
677,1477996397774,7,-73.9367261699,40.7594755987,14623
678,1477996397774,8,-73.958887745,40.7835447995,32185
679,1477996397774,9,-73.9213752252,40.7694645568,20173
680,1477996397774,10,-73.9628876391,40.7601306583,24445
681,1477996397774,11,-73.9636443758,40.7798613034,14882
682,1477997847368,1,-73.9341316441,40.7629145898,3040
683,1477997847368,2,-73.9615903761,40.7646340186,11271
684,1477997847368,3,-73.9561851139,40.7711838161,3327
685,1477997847368,4,-73.9562932192,40.7585748811,8388
686,1477997847368,5,-73.9572661664,40.7682364871,3580
687,1477997847368,6,-73.9587796398,40.7829718247,6611
688,1477997847368,7,-73.9565094297,40.7862459002,2419
689,1477997847368,8,-73.9264561717,40.7725755649,5354
690,1477997847368,9,-73.9622390076,40.763733371,2425
691,1477997847368,10,-73.9234292249,40.7684821029,5360
692,1477997847368,11,-73.9602931132,40.7789608621,2158
693,1477997286910,1,-73.9634281653,40.7602125403,41083
694,1477997286910,2,-73.9554283772,40.799586089,1922
695,1477997286910,3,-73.9211590147,40.7687277177,3648
696,1477997286910,4,-73.9566175349,40.7781422686,16998
697,1477997286910,5,-73.9574823769,40.7580835755,22574
698,1477997286910,6,-73.9566175349,40.7783059881,15201
699,1477997286910,7,-73.9536986933,40.7564458639,7036
700,1477997286910,8,-73.9448340633,40.7511230224,16573
701,1477997286910,9,-73.9513203779,40.7936119801,8790
702,1477997286910,10,-73.9207265938,40.7679908705,9213
703,1477997286910,11,-73.9391044853,40.7570190675,8092
704,1477997286910,1,-73.9634281653,40.7602125403,41083
705,1477997286910,2,-73.9554283772,40.799586089,1922
706,1477997286910,3,-73.9211590147,40.7687277177,3648
707,1477997286910,4,-73.9566175349,40.7781422686,16998
708,1477997286910,5,-73.9574823769,40.7580835755,22574
709,1477997286910,6,-73.9566175349,40.7783059881,15201
710,1477997286910,7,-73.9536986933,40.7564458639,7036
711,1477997286910,8,-73.9448340633,40.7511230224,16573
712,1477997286910,9,-73.9513203779,40.7936119801,8790
713,1477997286910,10,-73.9207265938,40.7679908705,9213
714,1477997286910,11,-73.9391044853,40.7570190675,8092
715,1477998561647,1,-73.9193212256,40.7706926037,56314
716,1477998561647,2,-73.9437530108,40.7506316617,29691
717,1477998561647,3,-73.9640767968,40.7597212468,23219
718,1477998561647,4,-73.9508879569,40.7941848632,23174
719,1477998561647,5,-73.9649416387,40.7600487762,12579
720,1477998561647,6,-73.9435368003,40.7510411292,16360
721,1477998561647,7,-73.9431043794,40.7509592359,14957
722,1477998561647,8,-73.9546716405,40.7571009534,35721
723,1477998561647,9,-73.9441854318,40.7525151913,15362
724,1477998561647,10,-73.9571580611,40.7859184999,17851
725,1477998561647,11,-73.9538067985,40.7571009534,17388
726,1477999323196,1,-73.9212130674,40.7933664573,5183
727,1477999323196,2,-73.9439151687,40.7525970827,8515
728,1477999323196,3,-73.976346742,40.7693008155,5720
729,1477999323196,4,-73.943590853,40.7518600566,8206
730,1477999323196,5,-73.9209968569,40.7946759018,3502
731,1477999323196,6,-73.9438070634,40.7511230224,13368
732,1477999323196,7,-73.9089971748,40.7924661991,7496
733,1477999323196,8,-73.9432665372,40.7512868084,9856
734,1477999323196,9,-73.9089971748,40.7973765498,6750
735,1477999323196,10,-73.9439151687,40.7520238409,13562
736,1477999323196,11,-73.9616444288,40.8018773854,15110
737,1477999441904,1,-73.9448340633,40.752678974,27335
738,1477999441904,2,-73.9592120608,40.7591480664,12280
739,1477999441904,3,-73.9604012185,40.7597212468,13036
740,1477999441904,4,-73.9628876391,40.7626689535,21253
741,1477999441904,5,-73.9189969099,40.7706107346,18500
742,1477999441904,6,-73.9620227971,40.780352448,16661
743,1477999441904,7,-73.939861222,40.7564458639,6421
744,1477999441904,8,-73.9221319619,40.7695464273,14816
745,1477999441904,9,-73.9422395374,40.7523514082,8180
746,1477999441904,10,-73.9635362705,40.760376304,7428
747,1477999441904,11,-73.9429962741,40.7509592359,8824
748,1478002397995,1,-73.9644011125,40.7602299422,19014
749,1478002397995,2,-73.9529419566,40.776849893,31792
750,1478002397995,3,-73.9615903761,40.7644876637,11211
751,1478002397995,4,-73.9277534347,40.7699066558,19284
752,1478002397995,5,-73.9533743776,40.7919106923,26009
753,1478002397995,6,-73.9583472188,40.7686632434,13124
754,1478002397995,7,-73.9584553241,40.7684176283,6710
755,1478002397995,8,-73.959320166,40.7833984863,18946
756,1478002397995,9,-73.9532662723,40.7916651632,21040
757,1478002397995,10,-73.9341316441,40.763095748,14213
758,1478002397995,11,-73.9437530108,40.7522869205,16967
759,1478001728430,1,-73.963379025,40.7600412147,8934
760,1478001728430,2,-73.9494334485,40.7965646929,18329
761,1478001728430,3,-73.9434876601,40.7508697799,11664
762,1478001728430,4,-73.9494334485,40.7969815495,16223
763,1478001728430,5,-73.9630547093,40.7629889072,16697
764,1478001728430,6,-73.960243973,40.7665095908,14646
765,1478001728430,7,-73.9534333426,40.7560288677,12906
766,1478001728430,8,-73.9339743986,40.7627880486,25296
767,1478001728430,9,-73.9217585027,40.7695388668,7675
768,1478001728430,10,-73.9368932402,40.7594821107,10953
769,1478001728430,11,-73.9235962918,40.7700441592,4578
770,1478004023324,1,-73.9576985873,40.75816546,12083
771,1478004023324,2,-73.9598606922,40.8053141817,8897
772,1478004023324,3,-73.9539149038,40.7754408383,16234
773,1478004023324,4,-73.9528338513,40.7914840854,8458
774,1478004023324,5,-73.9642930072,40.7600487762,7727
775,1478004023324,6,-73.9551040615,40.7890287376,6489
776,1478004023324,7,-73.9551040615,40.757510381,6155
777,1478004023324,8,-73.9609417447,40.7664352773,12403
778,1478004023324,9,-73.9220238567,40.7690552028,7912
779,1478004023324,10,-73.9595363765,40.7837085057,6503
780,1478004023324,11,-73.9551040615,40.7564458639,9068
781,1478004406576,1,-73.9560427738,40.7719288152,26469
782,1478004406576,2,-73.9631777199,40.7814247683,16882
783,1478004406576,3,-73.9524753007,40.7747122524,20259
784,1478004406576,4,-73.9590697207,40.8001671037,35703
785,1478004406576,5,-73.9630696147,40.8029493575,21415
786,1478004406576,6,-73.9369081456,40.7602207265,23061
787,1478004406576,7,-73.9652317196,40.7630865327,11062
788,1478004406576,8,-73.9312866728,40.7672622029,18073
789,1478004406576,9,-73.9225301514,40.7659522178,19422
790,1478004406576,10,-73.9631777199,40.765051588,23695
791,1478004406576,11,-73.9590697207,40.755553292,17080
792,1478008952694,1,-73.9645092177,40.7598850117,9132
793,1478008952694,2,-73.9584553241,40.7792064382,11997
794,1478008952694,3,-73.9642930072,40.7598850117,10984
795,1478008952694,4,-73.9574823769,40.7789608621,16287
796,1478008952694,5,-73.9655902702,40.7602125403,8301
797,1478008952694,6,-73.9564013244,40.7783878477,14887
798,1478008952694,7,-73.925699435,40.7723299643,8205
799,1478008952694,8,-73.9534824828,40.7747859296,8893
800,1478008952694,9,-73.9493744835,40.7966400203,7344
801,1478008952694,10,-73.9582391136,40.7684002311,9716
802,1478008952694,11,-73.9582391136,40.8007317471,10305
803,1478008960486,1,-73.9554283772,40.7571009534,11890
804,1478008960486,2,-73.9494825888,40.7548900004,15136
805,1478008960486,3,-73.9606174289,40.7593118328,12488
806,1478008960486,4,-73.9611579552,40.7641427578,18522
807,1478008960486,5,-73.9541311143,40.7747859296,20717
808,1478008960486,6,-73.9615903761,40.7802705908,8541
809,1478008960486,7,-73.9569418506,40.7708563416,10630
810,1478008960486,8,-73.9344559598,40.7630783468,11831
811,1478008960486,9,-73.9527257461,40.7556269929,6996
812,1478008960486,10,-73.9493744835,40.796476346,7387
813,1478008960486,11,-73.9613741657,40.7811710143,5793
814,1478009516057,1,-73.9650137111,40.7592576722,22303
815,1478009516057,2,-73.9552842391,40.7735038068,12159
816,1478009516057,3,-73.9442575042,40.7515602126,10679
817,1478009516057,4,-73.9609057118,40.7798340166,10216
818,1478009516057,5,-73.9617705537,40.7803801592,12370
819,1478009516057,6,-73.9578787649,40.7861099104,17612
820,1478009516057,7,-73.9526897132,40.7764509021,17056
821,1478009516057,8,-73.9555004496,40.7996406451,8530
822,1478009516057,9,-73.9306362434,40.7671179851,9555
823,1478009516057,10,-73.9583111859,40.7790154338,5603
824,1478009516057,11,-73.9531221342,40.7766146258,8487
825,1478009733477,1,-73.9441854318,40.7525970827,14962
826,1478009733477,2,-73.9341316441,40.7629964684,10554
827,1478009733477,3,-73.9224562777,40.7695464273,18939
828,1478009733477,4,-73.9371585909,40.7598031293,22552
829,1478009733477,5,-73.9427800636,40.7514505941,14626
830,1478009733477,6,-73.9615903761,40.7802705908,8103
831,1478009733477,7,-73.920834699,40.7706926037,12503
832,1478009733477,8,-73.9441854318,40.7521876247,11388
833,1478009733477,9,-73.9304560658,40.766353403,6613
834,1478009733477,10,-73.9525095356,40.7986040807,6625
835,1478009733477,11,-73.939861222,40.7563639772,3374
836,1478010812890,1,-73.963752481,40.7601306583,6851
837,1478010812890,2,-73.9639686915,40.762341437,10588
838,1478010812890,3,-73.9511041674,40.7768324979,10778
839,1478010812890,4,-73.9638605863,40.7602944222,16287
840,1478010812890,5,-73.963752481,40.7600487762,8939
841,1478010812890,6,-73.9570499559,40.7711019476,6433
842,1478010812890,7,-73.959320166,40.7835447995,4005
843,1478010812890,8,-73.9573742716,40.7999134219,7650
844,1478010812890,9,-73.9502393255,40.7971310409,2607
845,1478010812890,10,-73.92126712,40.7675815074,5575
846,1478010812890,11,-73.9622390076,40.8036776343,2471
847,1478010894609,1,-73.9306722763,40.7668446475,34222
848,1478010894609,2,-73.9591039555,40.7835447995,14500
849,1478010894609,3,-73.9606174289,40.8047413947,40228
850,1478010894609,4,-73.9615903761,40.8022865372,20932
851,1478010894609,5,-73.9334830126,40.7629145898,12547
852,1478010894609,6,-73.9262399612,40.7755227014,11466
853,1478010894609,7,-73.9530500618,40.7918933012,12462
854,1478010894609,8,-73.9492663783,40.7969673677,27211
855,1478010894609,9,-73.9542392195,40.8004862506,27742
856,1478010894609,10,-73.9395369063,40.7565277504,15776
857,1478010894609,11,-73.9378072224,40.7595574815,6153
858,1478011043995,1,-73.9494825888,40.7970492043,3199
859,1478011043995,2,-73.9207265938,40.7684002311,7685
860,1478011043995,3,-73.9444016423,40.7516962719,4622
861,1478011043995,4,-73.9566175349,40.7717568927,30792
862,1478011043995,5,-73.9218076462,40.7700376482,12977
863,1478011043995,6,-73.9214833305,40.7691370738,14459
864,1478011043995,7,-73.9440773266,40.7515324868,10426
865,1478011043995,8,-73.9213752252,40.7677452529,17938
866,1478011043995,9,-73.9569418506,40.7862459002,21816
867,1478011043995,10,-73.9183482784,40.7703651267,54502
868,1478011043995,11,-73.9541311143,40.7742947438,22001
869,1478010005080,1,-73.9446178528,40.7516143794,19564
870,1478010005080,2,-73.9341316441,40.7631602252,15818
871,1478010005080,3,-73.9639686915,40.7597212468,13693
872,1478010005080,4,-73.9343478546,40.7636514933,12086
873,1478010005080,5,-73.9656983754,40.7604581857,9633
874,1478010005080,6,-73.9572661664,40.7865732989,8191
875,1478010005080,7,-73.9631038496,40.7598031293,10545
876,1478010005080,8,-73.9280777504,40.7698739083,6215
877,1478010005080,9,-73.9224562777,40.7699557783,3530
878,1478010005080,10,-73.9574823769,40.7685639746,6520
879,1478010005080,11,-73.9448340633,40.7524332998,5344
880,1478012628197,1,-73.9634281653,40.7602944222,27633
881,1478012628197,2,-73.9647254282,40.759966894,20970
882,1478012628197,3,-73.9231049091,40.7675815074,44096
883,1478012628197,4,-73.9612660604,40.8021228768,23135
884,1478012628197,5,-73.9200779623,40.7703651267,33437
885,1478012628197,6,-73.9341316441,40.7622595576,35145
886,1478012628197,7,-73.9555364825,40.7998315889,14853
887,1478012628197,8,-73.9341316441,40.7625051954,10137
888,1478012628197,9,-73.9626714286,40.7618501592,23977
889,1478012628197,10,-73.9370504857,40.7598850117,7026
890,1478012628197,11,-73.9435368003,40.7512049155,6568
891,1478012555797,1,-73.926131856,40.7724936982,29218
892,1478012555797,2,-73.9580229031,40.7789608621,18561
893,1478012555797,3,-73.963752481,40.7607038302,14428
894,1478012555797,4,-73.9605093237,40.7593937158,45387
895,1478012555797,5,-73.9368342752,40.7592299497,22920
896,1478012555797,6,-73.9524014304,40.7918114583,16797
897,1478012555797,7,-73.959752587,40.8050687022,10501
898,1478012555797,8,-73.9524014304,40.798522246,22654
899,1478012555797,9,-73.9599687975,40.802532027,16666
900,1478012555797,10,-73.9566175349,40.7861640503,25939
901,1478012555797,11,-73.9341316441,40.7631602252,11707
902,1478014568970,1,-73.9438070634,40.7507545022,22295
903,1478014568970,2,-73.9572121137,40.7582064023,13111
904,1478014568970,3,-73.9461853788,40.7511639689,13567
905,1478014568970,4,-73.9576445347,40.768686782,34373
906,1478014568970,5,-73.9333208547,40.7617273392,41754
907,1478014568970,6,-73.9605633763,40.801713724,16052
908,1478014568970,7,-73.9558067456,40.770897276,17166
909,1478014568970,8,-73.9403476956,40.7569781246,24066
910,1478014568970,9,-73.9502933781,40.7770780819,21926
911,1478014568970,10,-73.956455377,40.7854683219,11498
912,1478014568970,11,-73.9215373831,40.7677452529,21480
913,1478015810374,1,-73.9341965079,40.7634718758,5855
914,1478015810374,2,-73.9644659763,40.7604909404,4118
915,1478015810374,3,-73.9343046131,40.7630292218,4799
916,1478015810374,4,-73.9637092396,40.7604909404,5891
917,1478015810374,5,-73.936899139,40.759803899,12422
918,1478015810374,6,-73.9640335553,40.7602785596,6472
919,1478015810374,7,-73.9402504016,40.7565285201,12314
920,1478015810374,8,-73.9440340851,40.7523355437,9328
921,1478015810374,9,-73.93733156,40.7606879677,7968
922,1478015810374,10,-73.9631687134,40.7604090587,3274
923,1478015810374,11,-73.931601982,40.7659767792,3179
924,1478016341976,1,-73.9493744835,40.7969673677,23658
925,1478016341976,2,-73.9336992231,40.7629145898,18468
926,1478016341976,3,-73.9370504857,40.759966894,19728
927,1478016341976,4,-73.9242940668,40.7680727428,14791
928,1478016341976,5,-73.9233211196,40.7713475528,8318
929,1478016341976,6,-73.9547797457,40.7775692471,8443
930,1478016341976,7,-73.9536986933,40.7750315211,6305
931,1478016341976,8,-73.9371585909,40.7597212468,16121
932,1478016341976,9,-73.959752587,40.7828899707,7780
933,1478016341976,10,-73.9493744835,40.7971310409,12952
934,1478016341976,11,-73.9562932192,40.7711838161,9547
935,1478016390472,1,-73.9366721173,40.7594755987,10985
936,1478016390472,2,-73.9632660074,40.7629145898,6292
937,1478016390472,3,-73.9438070634,40.7522695165,10818
938,1478016390472,4,-73.9499690624,40.7762594651,11199
939,1478016390472,5,-73.9497528519,40.7546443344,12651
940,1478016390472,6,-73.9403476956,40.7562002036,6443
941,1478016390472,7,-73.9401314851,40.7562820905,8747
942,1478016390472,8,-73.9555905351,40.7858366496,10782
943,1478016390472,9,-73.9362396963,40.758411113,6891
944,1478016390472,10,-73.9561310613,40.7856729487,6946
945,1478016390472,11,-73.9596985344,40.7652071517,5420
946,1478017535632,1,-73.964184902,40.7598850117,9735
947,1478017535632,2,-73.9626714286,40.762341437,12627
948,1478017535632,3,-73.9640767968,40.7591480664,12542
949,1478017535632,4,-73.9581310083,40.7686458462,20873
950,1478017535632,5,-73.9514284832,40.7733942271,13577
951,1478017535632,6,-73.9632119548,40.780843589,8079
952,1478017535632,7,-73.9450502738,40.7519419488,14319
953,1478017535632,8,-73.9338073283,40.7627508323,9318
954,1478017535632,9,-73.9187806994,40.7713475528,6439
955,1478017535632,10,-73.9517527989,40.7766687748,5283
956,1478017535632,11,-73.9476447996,40.7972128773,5574
957,1478017979873,1,-73.9225103303,40.7676633802,40760
958,1478017979873,2,-73.9339694862,40.7625051954,23912
959,1478017979873,3,-73.9493204309,40.7970492043,28963
960,1478017979873,4,-73.95775264,40.7793701551,29735
961,1478017979873,5,-73.9585093767,40.8062142656,23449
962,1478017979873,6,-73.9596985344,40.7796975877,27027
963,1478017979873,7,-73.9492123257,40.7973765498,23182
964,1478017979873,8,-73.9591580081,40.7684821029,17797
965,1478017979873,9,-73.9555905351,40.7781422686,13573
966,1478017979873,10,-73.933861381,40.7631602252,18498
967,1478017979873,11,-73.9571040085,40.8059687894,23009
968,1478017913391,1,-73.9446178528,40.7517781643,18923
969,1478017913391,2,-73.9644011125,40.7598850117,9136
970,1478017913391,3,-73.9501312202,40.796885531,12365
971,1478017913391,4,-73.9445097475,40.7523514082,63288
972,1478017913391,5,-73.9227805934,40.768154615,6287
973,1478017913391,6,-73.9642930072,40.7602125403,14452
974,1478017913391,7,-73.9444016423,40.7516143794,12881
975,1478017913391,8,-73.9583472188,40.8004044183,31155
976,1478017913391,9,-73.9401855378,40.7565277504,7914
977,1478017913391,10,-73.9536986933,40.7562820905,41744
978,1478017913391,11,-73.960185008,40.7664352773,6336
979,1478020952051,1,-73.9636984284,40.759966894,50274
980,1478020952051,2,-73.9615363235,40.7805161621,25102
981,1478020952051,3,-73.9616444288,40.7804343051,22529
982,1478020952051,4,-73.9581850609,40.8004862506,26903
983,1478020952051,5,-73.9612120078,40.8021228768,14387
984,1478020952051,6,-73.9544013774,40.7768324979,21320
985,1478020952051,7,-73.9505095886,40.7940211828,24620
986,1478020952051,8,-73.9401314851,40.7558726553,17183
987,1478020952051,9,-73.9569959033,40.7713475528,18337
988,1478020952051,10,-73.9562391665,40.7711019476,20376
989,1478020952051,11,-73.9432665372,40.7512868084,9274
990,1478021194976,1,-73.9496447466,40.7970492043,24536
991,1478021194976,2,-73.9498609571,40.7969673677,28928
992,1478021194976,3,-73.9566715875,40.7783878477,17668
993,1478021194976,4,-73.9341856967,40.7629964684,44693
994,1478021194976,5,-73.9552662193,40.7996679224,79657
995,1478021194976,6,-73.9600228501,40.8053141817,36550
