1, 29551, -73.96057695569714, 40.78088365027966
2, 18171, -73.94998264174941, 40.755543551431536
3, 61745, -73.96079316618587, 40.770691460435074
4, 64237, -73.95571221970074, 40.79344777202721
5, 35852, -73.96295527107314, 40.768153402954965
6, 21053, -73.95473927250146, 40.80052683250835
7, 19088, -73.95830674556548, 40.800772335512214
8, 32168, -73.95949590325348, 40.75967886376095
9, 21829, -73.93030748727513, 40.77167390827223
10, 20995, -73.95019885223815, 40.75525693609434
11, 14026, -73.96057695569714, 40.75963792133542
