1, 15426, -73.96598221791534, 40.76242194882668
2, 16335, -73.96630653364844, 40.76143936420366
3, 23071, -73.9558203249451, 40.7787143593374
4, 27843, -73.9464151686854, 40.754478973950555
5, 15406, -73.96176611338514, 40.7847718246679
6, 20784, -73.94663137917414, 40.75472464718997
7, 25337, -73.95344200956909, 40.79663958060715
8, 51301, -73.95852295605421, 40.773720627943845
9, 33774, -73.92814538238784, 40.76921776144267
10, 16016, -73.95733379836621, 40.75873718159316
11, 13965, -73.92695622469984, 40.770855202750035
