1, 14812, -73.96284716582878, 40.80711418172043
2, 11527, -73.95679327214437, 40.758982839096966
3, 16352, -73.96057695569714, 40.80244991506932
4, 14888, -73.96630653364844, 40.761848776228504
5, 14798, -73.93938832780172, 40.76176689402529
6, 26743, -73.95506358823455, 40.77830505121525
7, 37221, -73.95452306201273, 40.77887808188012
8, 33431, -73.9521447466367, 40.79860369422965
9, 6984, -73.9621985343626, 40.78509923948853
10, 20248, -73.93668569669262, 40.76422331624262
11, 12506, -73.9630633763175, 40.76741652939989
