1, 8657, -73.96636058627061, 40.76217630403269
2, 58480, -73.95933374538693, 40.779942268571794
3, 24044, -73.94625301081886, 40.75341437942284
4, 56725, -73.95738785098838, 40.790910583948154
5, 111046, -73.92528059341218, 40.77003648714019
6, 28330, -73.95133395730397, 40.79835818320489
7, 17005, -73.96625248102626, 40.761521246810375
8, 846717, -73.96073911356368, 40.77011835915512
9, 150243, -73.92484817243474, 40.77020023106917
10, 56169, -73.96182016600733, 40.784853678524385
11, 52903, -73.96668490200372, 40.76217630403269
