1, 8430, -73.96571195480443, 40.761848776228504
2, 7483, -73.94236122202174, 40.75791831669065
3, 6135, -73.94657732655195, 40.754151408219165
4, 26537, -73.96679300724807, 40.76168501172119
5, 41145, -73.96171206076295, 40.78141572969123
6, 24684, -73.95619869330038, 40.75800020363482
7, 14623, -73.93922616993518, 40.761275598687604
8, 32185, -73.96138774502987, 40.78534479954475
9, 20173, -73.92387522523545, 40.771264556772124
10, 24445, -73.96538763907134, 40.76193065833086
11, 14882, -73.96614437578188, 40.78166130336666
