1, 15610, -73.96073911356368, 40.780679003217216
2, 11195, -73.9609553240524, 40.80228625063759
3, 18868, -73.95576627232292, 40.75791831669065
4, 25467, -73.96052290307495, 40.79271117902443
5, 26623, -73.96117153454114, 40.780842720917605
6, 25230, -73.96106342929677, 40.770527717716625
7, 20308, -73.94257743251048, 40.757836429645636
8, 16482, -73.92409143572418, 40.770855202750035
9, 31619, -73.95414469365745, 40.78133387159764
10, 5860, -73.94722595801814, 40.75366005659609
11, 21530, -73.94679353704068, 40.75406951653416
