1, 7082, -73.94690164228504, 40.753373433139046
2, 13494, -73.92852375074311, 40.77400716366656
3, 8365, -73.96657679675934, 40.76229912654319
4, 14184, -73.96603627053753, 40.76229912654319
5, 7031, -73.96603627053753, 40.762135363145454
6, 22819, -73.93955048566828, 40.76156218807589
7, 5991, -73.96592816529316, 40.76205348129526
8, 27151, -73.95760406147711, 40.79078781432389
9, 4642, -73.95468521987927, 40.77859156716558
10, 6679, -73.96722542822553, 40.76164407053132
11, 17378, -73.96354984991716, 40.80298182168527
