1, 8425, -73.92333469901362, 40.772001387656545
2, 9927, -73.95209069401454, 40.798767367741675
3, 6163, -73.92528059341218, 40.793856986830995
4, 14647, -73.96614437578188, 40.762831354799225
5, 12342, -73.95933374538693, 40.77855063639118
6, 16950, -73.93414522345006, 40.76602463483582
7, 8226, -73.92560490914528, 40.77151016797481
8, 8980, -73.95555006183419, 40.79827634599484
9, 7145, -73.92355090950235, 40.77183764816615
10, 8732, -73.96225258698477, 40.806050430462896
11, 17060, -73.95738785098838, 40.80269541096023
